"","REG","RED","Chapter","Article","Part","ShortN","LIMP","IMPMAX","IMPMIN","DISBATMAX","DISBATMIN","RESTOLMAX","RESTOLMIN","ARMAX","ARMIN","LIMMAX","LIMMIN","CORWMAX","CORWMIN","CIVMAX","CIVMIN","DEPRMAX","DEPRMIN","FINEMAX","FINEMIN","CONF","DEPRDOP","DEPRDOPMAX","DEPRDOPMIN","FINEDOP","FINEDOPMAX","FINEDOPMIN","GRADEMAN","GRADEAUTO"
"961","967",2014,"V","157",1,"Стаття 157. Перешкоджання здійсненню виборчого права або права брати участь у референдумі, роботі виборчої комісії або комісії референдуму чи діяльності офіційного спостерігача",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","968",2014,"V","157",2,"Стаття 157. Перешкоджання здійсненню виборчого права або права брати участь у референдумі, роботі виборчої комісії або комісії референдуму чи діяльності офіційного спостерігача",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963","969",2014,"V","157",3,"Стаття 157. Перешкоджання здійсненню виборчого права або права брати участь у референдумі, роботі виборчої комісії або комісії референдуму чи діяльності офіційного спостерігача",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964","970",2014,"V","157",4,"Стаття 157. Перешкоджання здійсненню виборчого права або права брати участь у референдумі, роботі виборчої комісії або комісії референдуму чи діяльності офіційного спостерігача",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965","971",2014,"V","158-1",1,"Стаття 158-1. Незаконне використання виборчого бюлетеня, бюлетеня для голосування на референдумі, голосування виборцем, учасником референдуму більше одного разу, викрадення, пошкодження, приховування або знищення виборчого бюлетеня, бюлетеня для голосування на референдумі",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966","972",2014,"V","158-1",2,"Стаття 158-1. Незаконне використання виборчого бюлетеня, бюлетеня для голосування на референдумі, голосування виборцем, учасником референдуму більше одного разу, викрадення, пошкодження, приховування або знищення виборчого бюлетеня, бюлетеня для голосування на референдумі",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","973",2014,"V","158-2",1,"Стаття 158-2. Незаконне знищення або пошкодження виборчої документації або документації референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"968","974",2014,"V","158-2",2,"Стаття 158-2. Незаконне знищення або пошкодження виборчої документації або документації референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969","975",2014,"V","158",1,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"970","976",2014,"V","158",10,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971","977",2014,"V","158",11,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972","978",2014,"V","158",12,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"973","979",2014,"V","158",2,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"974","980",2014,"V","158",3,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975","981",2014,"V","158",4,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976","982",2014,"V","158",5,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977","983",2014,"V","158",6,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","984",2014,"V","158",7,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979","985",2014,"V","158",8,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"980","986",2014,"V","158",9,"Стаття 158. Надання неправдивих відомостей до органу ведення Державного реєстру виборців або інше несанкціоноване втручання в роботу Державного реєстру виборців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981","987",2014,"V","159-1",1,"Стаття 159-1. Порушення порядку фінансування політичної партії, передвиборної агітації чи агітації референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","988",2014,"V","159-1",2,"Стаття 159-1. Порушення порядку фінансування політичної партії, передвиборної агітації чи агітації референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983","989",2014,"V","159-1",3,"Стаття 159-1. Порушення порядку фінансування політичної партії, передвиборної агітації чи агітації референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"984","990",2014,"V","159",1,"Стаття 159. Порушення таємниці голосування",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"985","991",2014,"V","159",2,"Стаття 159. Порушення таємниці голосування",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","992",2014,"V","160",1,"Стаття 160. Підкуп виборця, учасника референдуму, члена виборчої комісії або комісії з референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987","993",2014,"V","160",2,"Стаття 160. Підкуп виборця, учасника референдуму, члена виборчої комісії або комісії з референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"988","994",2014,"V","160",3,"Стаття 160. Підкуп виборця, учасника референдуму, члена виборчої комісії або комісії з референдуму",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","995",2014,"V","161",1,"Стаття 161. Порушення рівноправності громадян залежно від їх расової, національної, регіональної належності, релігійних переконань, інвалідності та за іншими ознаками",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990","996",2014,"V","161",2,"Стаття 161. Порушення рівноправності громадян залежно від їх расової, національної, регіональної належності, релігійних переконань, інвалідності та за іншими ознаками",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991","997",2014,"V","161",3,"Стаття 161. Порушення рівноправності громадян залежно від їх расової, національної, регіональної належності, релігійних переконань, інвалідності та за іншими ознаками",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","998",2014,"V","162",1,"Стаття 162. Порушення недоторканності житла",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"993","999",2014,"V","162",2,"Стаття 162. Порушення недоторканності житла",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994","1000",2014,"V","163",1,"Стаття 163. Порушення таємниці листування, телефонних розмов, телеграфної чи іншої кореспонденції, що передаються засобами зв'язку або через комп'ютер",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995","1001",2014,"V","163",2,"Стаття 163. Порушення таємниці листування, телефонних розмов, телеграфної чи іншої кореспонденції, що передаються засобами зв'язку або через комп'ютер",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996","1002",2014,"V","164",1,"Стаття 164. Ухилення від сплати аліментів на утримання дітей",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","1003",2014,"V","164",2,"Стаття 164. Ухилення від сплати аліментів на утримання дітей",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998","1004",2014,"V","165",1,"Стаття 165. Ухилення від сплати коштів на утримання непрацездатних батьків",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","1005",2014,"V","165",2,"Стаття 165. Ухилення від сплати коштів на утримання непрацездатних батьків",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000","1006",2014,"V","166",0,"Стаття 166. Злісне невиконання обов'язків по догляду за дитиною або за особою, щодо якої встановлена опіка чи піклування",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001","1007",2014,"V","167",0,"Стаття 167. Зловживання опікунськими правами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002","1008",2014,"V","168",1,"Стаття 168. Розголошення таємниці усиновлення (удочеріння)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003","1009",2014,"V","168",2,"Стаття 168. Розголошення таємниці усиновлення (удочеріння)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004","1010",2014,"V","169",1,"Стаття 169. Незаконні дії щодо усиновлення (удочеріння)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","1011",2014,"V","169",2,"Стаття 169. Незаконні дії щодо усиновлення (удочеріння)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006","1012",2014,"V","170",0,"Стаття 170. Перешкоджання законній діяльності професійних спілок, політичних партій, громадських організацій",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007","1013",2014,"V","171",1,"Стаття 171. Перешкоджання законній професійній діяльності журналістів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008","1014",2014,"V","171",2,"Стаття 171. Перешкоджання законній професійній діяльності журналістів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009","1015",2014,"V","172",1,"Стаття 172. Грубе порушення законодавства про працю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","1016",2014,"V","172",2,"Стаття 172. Грубе порушення законодавства про працю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","1017",2014,"V","173",1,"Стаття 173. Грубе порушення угоди про працю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","1018",2014,"V","173",2,"Стаття 173. Грубе порушення угоди про працю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013","1019",2014,"V","174",0,"Стаття 174. Примушування до участі у страйку або перешкоджання участі у страйку",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014","1020",2014,"V","175",1,"Стаття 175. Невиплата заробітної плати, стипендії, пенсії чи інших установлених законом виплат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015","1021",2014,"V","175",2,"Стаття 175. Невиплата заробітної плати, стипендії, пенсії чи інших установлених законом виплат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016","1022",2014,"V","176",1,"Стаття 176. Порушення авторського права і суміжних прав",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","1023",2014,"V","176",2,"Стаття 176. Порушення авторського права і суміжних прав",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018","1024",2014,"V","176",3,"Стаття 176. Порушення авторського права і суміжних прав",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","1025",2014,"V","177",1,"Стаття 177. Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральної мікросхеми, сорт рослин, раціоналізаторську пропозицію",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020","1026",2014,"V","177",2,"Стаття 177. Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральної мікросхеми, сорт рослин, раціоналізаторську пропозицію",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","1027",2014,"V","177",3,"Стаття 177. Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральної мікросхеми, сорт рослин, раціоналізаторську пропозицію",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","1028",2014,"V","178",0,"Стаття 178. Пошкодження релігійних споруд чи культових будинків",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","1029",2014,"V","179",0,"Стаття 179. Незаконне утримування, осквернення або знищення релігійних святинь",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","1030",2014,"V","180",1,"Стаття 180. Перешкоджання здійсненню релігійного обряду",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","1031",2014,"V","180",2,"Стаття 180. Перешкоджання здійсненню релігійного обряду",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","1032",2014,"V","181",1,"Стаття 181. Посягання на здоров'я людей під приводом проповідування релігійних віровчень чи виконання релігійних обрядів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1027","1033",2014,"V","181",2,"Стаття 181. Посягання на здоров'я людей під приводом проповідування релігійних віровчень чи виконання релігійних обрядів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","1034",2014,"V","182",0,"Стаття 182. Порушення недоторканності приватного життя",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","1035",2014,"V","183",1,"Стаття 183. Порушення права на отримання освіти",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1030","1036",2014,"V","183",2,"Стаття 183. Порушення права на отримання освіти",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031","1037",2014,"V","184",1,"Стаття 184. Порушення права на безоплатну медичну допомогу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","1038",2014,"V","184",2,"Стаття 184. Порушення права на безоплатну медичну допомогу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033","1039",2014,"VI","185",1,"Стаття 185. Крадіжка",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","1040",2014,"VI","185",2,"Стаття 185. Крадіжка",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","1041",2014,"VI","185",3,"Стаття 185. Крадіжка",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","1042",2014,"VI","185",4,"Стаття 185. Крадіжка",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","1043",2014,"VI","185",5,"Стаття 185. Крадіжка",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038","1044",2014,"VI","186",1,"Стаття 186. Грабіж",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039","1045",2014,"VI","186",2,"Стаття 186. Грабіж",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","1046",2014,"VI","186",3,"Стаття 186. Грабіж",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","1047",2014,"VI","186",4,"Стаття 186. Грабіж",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042","1048",2014,"VI","186",5,"Стаття 186. Грабіж",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043","1049",2014,"VI","187",1,"Стаття 187. Розбій",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044","1050",2014,"VI","187",2,"Стаття 187. Розбій",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045","1051",2014,"VI","187",3,"Стаття 187. Розбій",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","1052",2014,"VI","187",4,"Стаття 187. Розбій",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","1053",2014,"VI","188-1",1,"Стаття 188-1. Викрадення води, електричної або теплової енергії шляхом її самовільного використання",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048","1054",2014,"VI","188-1",2,"Стаття 188-1. Викрадення води, електричної або теплової енергії шляхом її самовільного використання",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","1055",2014,"VI","189",1,"Стаття 189. Вимагання",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050","1056",2014,"VI","189",2,"Стаття 189. Вимагання",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051","1057",2014,"VI","189",3,"Стаття 189. Вимагання",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052","1058",2014,"VI","189",4,"Стаття 189. Вимагання",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053","1059",2014,"VI","190",1,"Стаття 190. Шахрайство",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","1060",2014,"VI","190",2,"Стаття 190. Шахрайство",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1055","1061",2014,"VI","190",3,"Стаття 190. Шахрайство",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056","1062",2014,"VI","190",4,"Стаття 190. Шахрайство",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","1063",2014,"VI","191",1,"Стаття 191. Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","1064",2014,"VI","191",2,"Стаття 191. Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","1065",2014,"VI","191",3,"Стаття 191. Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","1066",2014,"VI","191",4,"Стаття 191. Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","1067",2014,"VI","191",5,"Стаття 191. Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","1068",2014,"VI","192",1,"Стаття 192. Заподіяння майнової шкоди шляхом обману або зловживання довірою",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","1069",2014,"VI","192",2,"Стаття 192. Заподіяння майнової шкоди шляхом обману або зловживання довірою",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064","1070",2014,"VI","193",0,"Стаття 193. Незаконне привласнення особою знайденого або чужого майна, що випадково опинилося у неї",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","1071",2014,"VI","194-1",1,"Стаття 194-1. Умисне пошкодження об'єктів електроенергетики",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","1072",2014,"VI","194-1",2,"Стаття 194-1. Умисне пошкодження об'єктів електроенергетики",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","1073",2014,"VI","194-1",3,"Стаття 194-1. Умисне пошкодження об'єктів електроенергетики",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","1074",2014,"VI","194",1,"Стаття 194. Умисне знищення або пошкодження майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069","1075",2014,"VI","194",2,"Стаття 194. Умисне знищення або пошкодження майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070","1076",2014,"VI","195",0,"Стаття 195. Погроза знищення майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071","1077",2014,"VI","196",0,"Стаття 196. Необережне знищення або пошкодження майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","1078",2014,"VI","197-1",1,"Стаття 197-1. Самовільне зайняття земельної ділянки та самовільне будівництво",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073","1079",2014,"VI","197-1",2,"Стаття 197-1. Самовільне зайняття земельної ділянки та самовільне будівництво",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","1080",2014,"VI","197-1",3,"Стаття 197-1. Самовільне зайняття земельної ділянки та самовільне будівництво",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075","1081",2014,"VI","197-1",4,"Стаття 197-1. Самовільне зайняття земельної ділянки та самовільне будівництво",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","1082",2014,"VI","197",0,"Стаття 197. Порушення обов'язків щодо охорони майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077","1083",2014,"VI","198",0,"Стаття 198. Придбання, отримання, зберігання чи збут майна, одержаного кримінально протиправним шляхом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","1084",2014,"VII","199",1,"Стаття 199. Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","1085",2014,"VII","199",2,"Стаття 199. Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","1086",2014,"VII","199",3,"Стаття 199. Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","1087",2014,"VII","200",1,"Стаття 200. Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
